business_id,name,categories,stars,postal_code
kXf-SBVDlZXEdv9RupkN7Q,Farine,"Pizza, Breakfast & Brunch, Bakeries, Cafes, Specialty Food, Sandwiches, Food, Restaurants, Italian",4.5,H2T 2L1
kZG0GFCGf9BPeO0aUqxjRA,Dairy Queen - Orange Julius,"Fast Food, Juice Bars & Smoothies, Restaurants, Food, Ice Cream & Frozen Yogurt",4.5,H3C 0L8
k_4HaQ1lVYx4FH96JdF-bg,Mr Pattie,"Restaurants, Caribbean",4.5,H4V 1Z2
kaoMnALYFku_90CmGIiIQA,Minced. La Maison des Burgers,"Restaurants, Burgers",3.5,H2W 2M7
kcUbJRY3Tdd4cpBE2StNEA,Bob N Soul,"Korean, Asian Fusion, Japanese, Restaurants",5.0,H2X 1B5
keS-G7fCEi5lDg19aCeOvA,Awawa Pastillas & Saveurs,"Restaurants, Mediterranean",4.0,H3G
keSQlWEnUcGKu0TpKyTCUw,Misto,"Restaurants, Italian",4.0,H2J 1X3
kevp3zZnKe6z-erUffgHuw,Le Square,"French, Restaurants",3.5,H2X 1B7
kg3uIje3mTOiEth34AgYCg,Pizzeria Caldo,"Restaurants, Pizza",3.5,H1Y 3L1
kh6wb-wPdCYvqLPuBd1Urg,Café Larue & Fils,"Coffee & Tea, Cafes, Food, Restaurants",3.5,H2R 1P6
khG1RMnSphhbOSjkMT2XrA,Le Warehouse,"Bars, Restaurants, Pubs, Nightlife, Burgers",3.5,H3G 2B6
kiME-sO4rL3uSYhPKndeGw,Forum Sportsbar,"Sports Bars, Restaurants, Active Life, Bowling, Pool Halls, Nightlife, Bars",3.0,H3H 2P2
kjA9wW2oko9B5D0ZHoKztQ,Château Amoo Jamal,"Restaurants, Persian/Iranian",3.0,H3H 1C9
klriPUN0dp48ytz_lZoQEg,Banh Mi Queen,"Sandwiches, Vietnamese, Restaurants, Asian Fusion",3.0,H2X 2V7
koVqybWsweiS4DhpH89NIg,Marché Epicure,"Imported Food, Grocery, Specialty Food, Ethnic Food, Restaurants, Food, Delis",3.5,H4P 1P6
kpxUsRQ7i65ipQ4wLeZKeQ,Ka Lo Hin,"Sushi Bars, Chinese, Buffets, Restaurants",2.5,H3B 2S7
kqTek_oBEKOKpIHI12JYhQ,Burritoville,"Restaurants, Vegetarian, Mexican",4.0,H3G 2E8
krp-tZZB4beZDRccYOUYMw,L'Oeufrier,"Restaurants, Breakfast & Brunch",4.0,H2V 4E7
kusoRTY5CtjCQAlH-XEzQw,Resto Biarritz,"Restaurants, Gluten-Free, Cafes, Tapas Bars, Breakfast & Brunch",4.0,H2T 1R6
kuvihcFik55BYDVgJ6hAEA,Chez le Portugais,"Bars, Nightlife, Portuguese, Restaurants",2.5,H2W 2Y8
kx7in9io4X9mQSCGzDUmlA,Une Nuit à Bangkok,"Food Trucks, Food, Thai, Restaurants",4.5,H1T 2A2
kxUKt3Q5_Nzrn94ok5QvjA,Kawali,"Filipino, Restaurants",4.0,H3W 1H8
kzLCecBJbidrI5NhBw2_Ig,Restaurant Nguyen,"Restaurants, Vietnamese",3.5,H2C 1S8
l1LdgkukyBc88pxv1KJrLg,Churros Montreal,"French, Restaurants, Cafes",4.0,H2R 2N5
l3O2vLmVhuOmpVstrjFlww,KimGalbi,"Korean, Restaurants",4.5,H3H 2J4
l5TiWO_g8WGFEgKptZmkzA,Jarry Smoked Meat,"Event Planning & Services, Burgers, Venues & Event Spaces, Canadian (New), Restaurants, Sandwiches",3.5,H1P 1W2
l625i6zrmsBzwktf7jwVRg,Zero 8,"Steakhouses, Food, Restaurants, Specialty Food, Gluten-Free",3.5,H2X 3K4
l6xsZoER4nAo-8OKZnoVYA,Aldea,"Restaurants, Portuguese",3.5,H2W 1Z8
lAVmJKACMUyfBJVErlAczQ,La Queue de Poisson,"Specialty Food, Fish & Chips, Seafood Markets, Food, Restaurants",3.5,H4G 1V1
lCbvbCkJOn2ABdHrcFqNzQ,Chez José,"Desserts, Breakfast & Brunch, Sandwiches, Cafes, Portuguese, Food, Bakeries, Soul Food, Restaurants, Vegetarian, Vegan",4.0,H2W 1H4
lDMh6O1i4X6c6uJ1RqBPhg,Pub Pit Caribou,"Pubs, Nightlife, Bars, Breweries, Brewpubs, Restaurants, Brasseries, Food",4.5,H2J 2J4
lFIQNKHSeAOfuUAghxP_Cg,Shäika Café,"Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants",4.0,H4A 1W2
lHEOAopruoZHHmwlGYyVjA,Miami Déli,"Breakfast & Brunch, Restaurants, Delis, Sandwiches",3.5,H1W 1B5
lHazo7qKEcSc62PMUW3oaw,L'amère À Boire,"Tapas Bars, Pubs, Nightlife, Restaurants, Canadian (New), Bars, Food",4.0,H2X 3K8
lHeBkcvrbyKRgbyu4nPplg,Myriade,"Cafes, Restaurants, Coffee & Tea, Food",4.0,H2V 1Y1
lLYN1L0JdnseIYa6UUVA5A,Pinocchio,"Sandwiches, Coffee & Tea, Restaurants, Food, Cafes",4.5,H1R 1B8
lNB-yJoVi-sk6X0uoWOh-g,Sel Gras,"Canadian (New), Italian, Restaurants, Mediterranean, International, Portuguese, French",4.0,H2T 1S4
lOpz9DxyMVfLKbET7EVdTQ,Tiffany's,"Steakhouses, Restaurants, Barbeque",3.5,H4P 2H5
lQA34IzL1kheOPT48JuCaA,Hindusthali,"Restaurants, Indian, Vegetarian",4.5,H2W 2M7
lQoe3wS9gET9t424VcIrIQ,La Rose des Sables,"Restaurants, Mediterranean",3.0,H2G 1L7
lS7TBAZ241JSYULfkLT3Rg,Oriental Ngan Dinh,"Vietnamese, Chinese, Restaurants",3.0,H3T 1Y9
lS95tfS6qRVCah-oeICmAg,Quesada,"Restaurants, Fast Food, Mexican",4.0,H3A 1G5
lSPeT8VY7ytY9BEe1wWcLA,L'Annexe St-Ambroise,"Tapas/Small Plates, Pubs, Beer Bar, Restaurants, Nightlife, Brasseries, Bars",4.0,H4C 2G1
lUSd0oIMqN4qbFJWX8mIzA,McDonald's,"Fast Food, Burgers, Restaurants",3.5,H3S 1Z9
lVKCBBt2wvsL0ST0r6nspg,Comptoir 21,"Seafood, Burgers, Fish & Chips, Restaurants, British",4.0,H2T 2K7
lVba33wgQ7VZpRFdS0Cr3w,Nos Thés,"Tea Rooms, Restaurants, Food, Taiwanese",4.0,H3H 2S7
lbNrAWLlxOKw1lS_DKvziQ,La Khaïma,"Moroccan, Restaurants, African, Egyptian, Middle Eastern",4.0,H2T 2M5
lbnyJplXeb2O0HjRRqlFtA,Cuisine AuntDai,"Chinese, Restaurants",4.5,H3H 2H9
len7Tn8eoi1KhUXbvbzQDw,Pains Farcis Tianjin,"Chinese, Specialty Food, Restaurants, Food",3.0,H2Z 1B9
lgEb8yTVOT2y_6JxkTiFFw,Il Panino Café Mediterraneo,"Sandwiches, Coffee & Tea, Food, Restaurants, Bakeries, Salad",3.5,H2X 1L4
ljv3iah4xC1mVZMrOStOYQ,Lux Lounge,"Restaurants, Lounges, Nightlife, Dance Clubs, Hookah Bars, Bars, Cocktail Bars, French",3.0,H3G 2H6
lkY7son6wZKZ-eoR2HVxKg,Le Beaver Club,"Restaurants, French",4.5,H3B 4A5
llPPP2RDeoTL3-aB2f3P3Q,Pizza Saint-Henri,"Pizza, Restaurants",4.0,H4C 1J4
lmjl4G9lDvADF9T_oegWIA,La Porte de l'Inde,"Restaurants, Indian",3.0,H2T 1R9
lpW5eMwhe1DF5eGQOAAeng,Frite Alors!,"American (New), Restaurants, Canadian (New), Belgian",3.5,H2R 1G4
lpnuObNKbkH8usnUSqNcjg,Cafellini,"Coffee & Tea, Food, Restaurants, Cafes",4.0,H2S 1S7
lpqtCUzSnKc1QGi4wO6ovQ,Nu-Do,"Chinese, Restaurants, Taiwanese",4.0,H3A 3E6
lqc424ErH0U6Z4eg-k_cQQ,Mandy's,"Vegan, Restaurants, Salad, Live/Raw Food, Cafes, Soup, American (New), Canadian (New)",4.0,H2T 2N9
lsfPvV4iZop_rA3PUZeZJA,Caribou Gourmand,"Restaurants, French, Burgers, Steakhouses, Breakfast & Brunch, Bistros",4.0,H2T 1S1
lskFRJureyta726Y5Jmdow,Montreal Poutine,"Restaurants, Poutineries, American (Traditional)",3.5,H2Y 1G8
luPvNx4XSxaM7pka8EifuA,Taverne F,"Restaurants, Food, Portuguese, Beer, Wine & Spirits, Mediterranean",3.5,H2X 2J4
m-dBv0j_MHKnFC_PJGJDyg,Perles et Paddock,"French, Restaurants, Cocktail Bars, Nightlife, Seafood, Canadian (New), Bars",4.0,H1T 3M7
m08WjSdWsFtZdhQqrFqjAQ,Belém Café & Yoga - L'Espace Café,"Active Life, Yoga, Brazilian, Restaurants, Breakfast & Brunch, Vegan, Food, Coffee & Tea, Sandwiches, Fitness & Instruction",5.0,H2W 1Z8
m0FxJP2atkE8mn-xO23fpQ,Le Red Tiger,"Pubs, Bars, Cocktail Bars, Vietnamese, Nightlife, Restaurants",4.0,H2L 2A1
m1F8jC-zDQ6C6A0_VhN4Sg,Ristorante Primo & Secondo,"Italian, Restaurants, Wine Bars, Bars, Nightlife",4.5,H2S 3B6
m7GjS2tpMdtEo4OsmAzsnA,La Prep,"Breakfast & Brunch, Sandwiches, Restaurants, Salad",1.5,H3B 4W5
m8LwM6D7UkgZxCj7uw68GA,Le Salon de Thé Gryphon d'Or,"British, Breakfast & Brunch, Food, Tea Rooms, Restaurants",4.5,H4A 2L2
m8PJTqyzRq7rna3q4hvSJA,Bistro In Vivo,"Restaurants, Arts & Entertainment, Jazz & Blues, Cafes, Nightlife, Music Venues",4.0,H1V 1X6
mE2IEYr88hYCM_6UMinQdA,Basha,"Lebanese, Restaurants, Middle Eastern",4.0,H3B 4G5
mFAfiQa1C-e_o79Gcurdqw,Cà Phê Con Leche,"Restaurants, Coffee & Tea, Latin American, Food, Vietnamese, Venezuelan",4.5,H2S 2L7
mG1O_MxHdfbemrQPrmZEUA,Brooklyn Café,"Restaurants, Cafes, Shopping, Art Galleries, Arts & Entertainment",4.0,H2T 2X2
mJwg-Dd3b1iHfHYbMNVP7w,Archibald & Alistair,"Gluten-Free, Used, Vintage & Consignment, Food, Restaurants, Fashion, Shopping, Coffee & Tea",5.0,H4E 3H8
mJzm0yQQ16iBfkmOHFvwRA,Il Pagliaccio,"Restaurants, Italian",4.5,H2V 2K5
mKs0WriS8ne6fwSyHdMmRQ,Bofinger BBQ Smokehouse,"American (Traditional), Barbeque, Comfort Food, Restaurants",3.5,H3B 3B8
mLM4dYD0WgFaJt4qn2xcww,Bristol Chai,"Tea Rooms, Sandwiches, Salad, Coffee & Tea, Restaurants, Food",4.5,H2X 1S3
mLaI3K5oLZKd7syHtkFJUw,McDonald's,"Burgers, Restaurants, Fast Food",4.0,H4R 1R3
mLaYeHwh8wm5KT-trZVL0Q,GUSTA,"Vegan, Restaurants",4.5,H2S 1A2
mOdopeYLsXyQ07HWgyJPwg,Pho Bowl,"Vietnamese, Thai, Restaurants",4.0,H4A 1V2
mQ99sdpy18CrVuUyB91scA,Presse Café,"Coffee & Tea, Cafes, Food, Restaurants",2.5,H2X 2T6
mRBdT1H9kRmSUzIMD47mwA,Smoking Meat,"Restaurants, Sandwiches",4.0,H2Y 1J1
mREhsiayA3gmVz1R99ePbQ,Brisket Vieux-Montréal,"Restaurants, Smokehouse, Poutineries, Pizza, Sandwiches, Food, Delis, Canadian (New)",3.5,H2Y 4B2
mRKTDhmeAt3oLYSsW54LLQ,Pourquoi Pas Espresso Bar,"Restaurants, Coffee & Tea, Cafes, Food",4.5,H2L 3L2
mT8Ej8sKFJoIa5G0Vl4AKA,Bâton Rouge Steakhouse & Bar,"American (Traditional), Seafood, Gluten-Free, Canadian (New), Barbeque, French, Steakhouses, Bars, Nightlife, Salad, Restaurants",3.0,H5B 1B5
mZVjVfM3B67KcU_aanFg5g,Falafel Avenue,"Vegetarian, Mediterranean, Restaurants, Falafel",5.0,H2T 2S9
mb39JqP2SWe3icnFm1wNow,Banh Xeo Minh,"Vietnamese, Restaurants",4.5,H2S 1J1
mcC1MqX2bhvTv4pEuLdlpw,Ma Tante Quiche,"Food, Internet Cafes, Restaurants, Breakfast & Brunch, Comfort Food",4.0,H3K 1J4
meD_RdE5JSZWAFcROYixrw,Ocean Sushi,"Sushi Bars, Restaurants",4.0,H2W 1T4
mfaxgldFGcKIPRfgkxxZIQ,Pizzéria N° 900 Vieux-Montréal,"Restaurants, Pizza",4.0,H2Y 2G1
mfzCnbUcekSkxcz1mxd6Og,Bistro le Ste-Cath,"Brasseries, Restaurants, Gastropubs, Cafes",2.5,H1V 1X6
mkNDSH0DQlNAF4ml3MYpkg,Les Folies de Montréal,"American (New), Diners, Vegetarian, Burgers, Restaurants, Bistros, Breakfast & Brunch",3.5,H2J 1W7
mkqEcTKl0dpeupZecqoApA,Café Mardi Gras Chez René,"Cajun/Creole, Ethnic Food, Restaurants, Specialty Food, Food",3.0,H2L 2J4
ml7HQlaAcszdBZZHljvYgg,Dunn'ss Famous,"Barbeque, Restaurants",2.0,H4N 1J8
ml_Fo07EBZQ8uSSnvkZb3A,Buvette Chez Simone,"Bars, Wine Bars, Restaurants, Tapas/Small Plates, American (New), Nightlife",4.5,H2V 4E7
mm2wLW24ESxNIEL2bjseaQ,Poutineville,"Canadian (New), Poutineries, Restaurants, American (New), American (Traditional)",4.5,H2L 1S1
mmazCP1ZH0QsUqDS6OivFA,Joe Beef,"Steakhouses, Food, Specialty Food, Gastropubs, Restaurants, Seafood, Meat Shops",4.0,H3J 1N6
mmt2tfx6HkMPVJs2Ecr-Sw,Keung Kee,"Chinese, Restaurants",3.5,H2Z 1C1
mniDh2RoXlN9l0g-B6-W-g,En Couleur,"Restaurants, Creperies, Cafes",4.5,H2L 1Z9
mnn--vaYHtNyBNYFYBFIog,Toqué,"Restaurants, Canadian (New), French",4.0,H2Z 2B2
mo9qwxWH3PWySwsKVhUvig,Salon Mogador,"Restaurants, Moroccan",4.0,H2S 1R8
mofZM35G1Ij8iiAGGM-mFA,Cabaret du Roy,"Canadian (New), Caribbean, Restaurants, Gastropubs",4.0,H2Y 1J3
mosJ-tTDBA0ypKlYEDulBQ,Amir,"Restaurants, Middle Eastern, Lebanese",2.5,H4R 1P8
mp0-F-sgWSV6OxGgt67nXw,Arahova Souvlaki,"Greek, Restaurants, Mediterranean",3.5,H2V 1X9
mpHC4Xf_FFFr0VrENsDwYg,Soupesoup,"Sandwiches, Restaurants, Soup, Vegan",3.0,H2V 4N7
mqSQ88UysxPX5hV7y2-MTA,Big In Japan,"Nightlife, Restaurants, Bars, Japanese",3.5,H2W 1Y9
mrDKrJjS1O6cK19xFtcbjg,Caffe Napoletana,"Restaurants, Cafes",5.0,H4E 3J1
mrdIbozwsLNU_HuLYPjYRA,La Jolie Boutique,"Toy Stores, Barbeque, Shopping, Restaurants",4.0,H2V 4H2
mriYnHJpTEyBL8du4GjGDg,Le Sain Bol,"Specialty Food, Restaurants, Food, Health Markets, Breakfast & Brunch, Vegetarian",4.5,H2J 3W3
mwZrxaSiSvMaRo9dMdBDAg,Au Petit Resto,"Restaurants, French",4.5,H2H 1V3
mygjyR00ZtD3-ca8jb6PQA,Bâton Rouge Steakhouse & Bar,"Restaurants, Southern, Barbeque, Seafood, Nightlife, Gluten-Free, Steakhouses, Bars",2.5,H3G 1Y8
mzJdFmIraBosXxqg0_iyLA,Cuisine Caraïbe Delite,"Restaurants, Caribbean",4.5,H2V 4E6
n-DxridHu0vLbQvXoFQtVg,Le Darlington,"American (Traditional), Steakhouses, Breakfast & Brunch, Restaurants",3.0,H2Z 0A6
n13D0oPyaa96BtZv-Yxb6Q,Quartier-Perse,"Middle Eastern, Restaurants, Persian/Iranian",3.5,H4A 3K4
n1j9BZZ4MxK1H9Z-BHAkUQ,Roasters,"Bars, Nightlife, Restaurants, Barbeque, Canadian (New)",3.0,H4N 3M5
n4Nvr46Gqt75ok_ykftcXw,Szechuan Et Nouilles,"Restaurants, Chinese",3.0,H2V 1T6
n4uDGwRGtJ3vW2Adbha_wg,Restaurant Decca 77,"French, Canadian (New), Brasseries, Middle Eastern, Restaurants, Italian",3.5,H3B 4X4
n7aUTY0zBFTrfzh2gxpWzg,La Belle Province,"Burgers, Fast Food, Restaurants",1.5,H1X 3E3
nCY06x0LZ71W3sUbA04X6Q,Marché Méli-Mélo,"Restaurants, Haitian, Convenience Stores, Food, Ethnic Food, Caribbean, Cajun/Creole, Imported Food, Specialty Food, Delicatessen",4.5,H2P 1V7
nClBYSB2vFekGrFYx-ONvQ,Café Solaris,"Restaurants, Nightlife, Bars, Pizza",4.5,H3W 3C6
nEwu99VsxfdUWblO73u_4w,Tay Do,"Vietnamese, Restaurants",3.0,H2W 1H9
nGJfnTKRz56ZvT8IcB7ToQ,Le Slang Labo à Manger,"Canadian (New), Bars, Nightlife, Restaurants, International",3.5,H4A 1E4
nGrWM-GTZmHMr_yKARx90Q,Kanda Sushi Bar,"Sushi Bars, Restaurants, Japanese",3.0,H4P 2T8
nHz9d8CYcmRxDM2k8R6y8A,McDonald's,"Restaurants, Fast Food, Burgers",1.5,H2X 3K4
nK3uwRP9wXzB6nU14u6ynA,Casa Grecque,"Restaurants, Mediterranean, Greek",3.0,H2X 1B9
nK4kWsScyDBHdcxtfszzcQ,Fuego Steakhouse & Poissons Frais,"Kosher, Seafood, Steakhouses, Restaurants",2.5,H3X 2G4
nKwpOxc4p6_fv7f0gOhyhQ,MAÏS,"Mexican, Restaurants, Gluten-Free",3.5,H2T 1A5
nNqQgldcRBkKpjikX9ENNw,Le Gros Jambon,"Delis, Sandwiches, American (Traditional), Restaurants",4.0,H2Y 1T6
nOOFiJqPddK8QL1Wfw1wZQ,Shehrazad,"Restaurants, Burgers, Hookah Bars, Sandwiches, Food, Nightlife, Coffee & Tea, Middle Eastern, Bars",4.5,H3G 2A9
nRw01CNUKAANX-qIJ3dvXQ,Café Chat l'Heureux,"Sandwiches, Canadian (New), Coffee & Tea, Vegetarian, Food, Restaurants",4.0,H2W 1H3
nV_QohN5iOTnLRbLsBEGHQ,Restaurant Zyng,"Asian Fusion, Restaurants",3.0,H2X 3K6
nYUkk67gpwaREyCPKFhE-g,Le Chasseur,"Food, Specialty Food, Bars, Brasseries, Canadian (New), Restaurants, Nightlife",3.5,H1W 1S7
nZ1yeAw1whSolQhMdUhg2w,Kalimera,"Restaurants, Greek",4.5,H3T 1W9
nZ7a_BdZO01Lv7AF6AuXsg,La Vache Qui Pète!,"Food, Restaurants, Coffee & Tea, Bakeries, Sandwiches",4.0,H2J 2J6
n_82__2PyttcrGhfouYUzw,Shawarma Habibi,"Middle Eastern, Lebanese, Restaurants",3.5,H2L 2E5
n_LSGXDDApdFS9EC2WGUGw,Salerno,"Restaurants, Sandwiches, Specialty Food, Pizza, Meat Shops, Bakeries, Food",5.0,H1Z 1B9
n_bJq-tCY0TZVhNJBuLHMg,Sinclair,"Restaurants, French, Canadian (New)",3.0,H2Y 1Z5
nbfwEDNjaGLSQ703V1xqrQ,Poutine En Folie,"Restaurants, Fast Food",1.5,H2W 1Y7
neRQBX8rlURRWCt66r_oGg,Le Café Crème,"Italian, Restaurants, Shopping, Sandwiches, Coffee & Tea, Local Flavor, Food",3.5,H2S 2N1
nf8v1CX6RszsI-uTvN7cww,Le MTL Bar,"Bars, Nightlife, Canadian (New), Restaurants",4.0,H2L 4A7
njpC_zCPu1i5dZ6Lbb3PyA,Pizzéria N° 900 Griffintown,"Restaurants, Pizza",4.0,H3C 1K8
nlssnslcQPqsTWBkgSG2WA,Le Brûloir,"Coffee & Tea, Patisserie/Cake Shop, Restaurants, Sandwiches, Bakeries, Food",4.0,H3L 1V5
noVxQgDnMPU-84v1QUjbsA,Zoha Café,"Restaurants, Cafes",4.0,H2L 1R1
noW4Uc5c_clw-A96UBcUyA,Chez Doval,"Seafood, Restaurants, Portuguese",3.5,H2W 1A5
nrY2Qm3WTBwyqlLrNi49Lg,Ô Zeu,"Diners, Restaurants, Breakfast & Brunch",4.0,H1N 1C9
nv5dw2gU3ajGjZC3ow3H6g,Renard Artisan Bistro,"French, American (New), Canadian (New), Restaurants",4.0,H2T
ny8WzAUSy45NF1C9CZC2QA,Burrito Borracho Montréal,"Restaurants, Mexican",3.0,H3G 2B8
nyeIcJRPs8n199nW4OjpSA,Super Taco,"Mexican, Restaurants",4.0,H2S 1G4
nyq5XmvPAZYbbXZsDwnDsA,Restaurant Roberto,"Restaurants, Italian",4.0,H2G 1C5
nyySk4PNw04rIgEwmzFMfA,Lafayette,"Imported Food, Pizza, Restaurants, Food, Specialty Food, Breakfast & Brunch, Greek, Hot Dogs, Ethnic Food, Burgers",4.0,H2K 2H5
o-iA5uNnngAYHX6ZsQ0b7Q,Café Pacefika,"Restaurants, Food, Cafes, Coffee & Tea Supplies, Internet Cafes, Breakfast & Brunch, Coffee & Tea",4.5,H3H 1Z5
o05HPzyrpcguxH9AL1Knvw,Pub Burgundy Lion,"Sports Bars, British, Breakfast & Brunch, Bars, Restaurants, Nightlife, Pubs",4.0,H3J 1N5
o1bTHnU2JK4AM5C3UE7jFA,Cha Do Raku,"Tea Rooms, Restaurants, Food, Cafes, Coffee & Tea",5.0,H2J 1T7
o3plpvWqwN7XLRr3lVvbbA,L'Inconnu,"Canadian (New), French, Restaurants",4.5,H2L 3V9
o4LdEG8HDMvBXKvJeWPShQ,Thai Sep,"Restaurants, Thai, Laotian",4.5,H2E 1T6
o4PiF4gS8c7IJESIeykxxg,La Lumiere du Mile End,"Vegan, Vegetarian, Restaurants",4.0,H2T 2K4
o4c0vILiTzsz3bRR8aYMXQ,Rôtisserie St-Hubert,"Chicken Shop, Barbeque, Restaurants",2.5,H3B 2S2
o5y3cwNbTooMI1wJy_M1wQ,Restaurant Arabesque,"Restaurants, French, Middle Eastern, Arabian",3.0,H3H 2K5
o6F05UFETgta0S-1TrwHkQ,Palme,"Cajun/Creole, Cafes, Caribbean, Restaurants",4.5,H2L 2H9
o8cIMtcdfMNKE8A98PbyPQ,Café Imagine,"Home Services, Real Estate, Food, Event Planning & Services, Shared Office Spaces, Cafes, Venues & Event Spaces, Restaurants, Coffee & Tea",4.0,H2W 1C5
o8k9D05WpwgK-8BV7OH-xw,Zykaa,"Restaurants, Indian",4.0,H1L 2M9
o99TYf1ZOVM1j9gWw9vclA,Maestro SVP,"Seafood, Tapas/Small Plates, Restaurants, Live/Raw Food",4.0,H2X 1V5
o9PN5VhdfH7RViCBejG5sw,Nuances,"French, Restaurants",4.5,H3C 4W7
oCNk8DdFs5oLbTIIieninA,Olivieri,"Books, Mags, Music & Video, Bistros, French, Bookstores, Shopping, Restaurants",3.5,H3T 1Y1
oD8kSlXINk5u7d6HQh2SxQ,Ottavio,"Restaurants, Pizza",3.5,H4R 1J7
oDELc4qPqyRdrVUhbv2bUA,Le Roi du Wonton,"Taiwanese, Restaurants",4.0,H3H 2P1
oIkOTcuNBCaNVSfvYdne6w,Dirty Dogs,"Restaurants, Canadian (New), Hot Dogs, Vegan, Burgers, Poutineries",3.5,H2X 1A1
oLbiZRAI3Lnaaewwgs-Yzg,District Bagel,"Bagels, Food, Soup, Breakfast & Brunch, Restaurants",3.5,H3R 2G4
oM4PCZ90hPSxGr1TvX03qA,Lakshana's Chettinad,"Indian, Restaurants",4.0,H3T 1Y8
oMLBBua2QWmJfYOgwcFRXw,Bobby McGee,"Cafes, Restaurants",4.0,H1W 1P3
oN1OJKwW4EX2frr9I03WCw,El Gitano,"Basque, Restaurants, Portuguese, Spanish",3.5,H2X 2H8
oN8HDF_cPDaeFB69yC6I5A,Sandwich da Marco,"Salad, Sandwiches, Desserts, Restaurants, Food",4.5,H1P 3C6
oNn16x2Ubv60RAibmJ2uSA,Lola Rosa,"Vegetarian, Vegan, Caterers, Restaurants, Event Planning & Services",4.5,H2X 1W5
oOWwpY1t0PrHEOYqQ25HyA,Cacao 70 Dip Shop,"Chocolatiers & Shops, Restaurants, Food, Breakfast & Brunch, Specialty Food, Desserts, Ice Cream & Frozen Yogurt, Cafes",5.0,H2Y 1G9
oOo2jJhnPC1oAy7SRxBEqg,Das Food Truck - Schnitzel Truck,"Food Trucks, Breakfast & Brunch, Poutineries, Burgers, German, Restaurants, Food",3.5,
oOs2BNM4pB0jUg3owIm69A,Kim Jen Ming,"Noodles, Food, Restaurants, Singaporean",4.0,H4A 3J1
oPGUbqBpHNZvVu9gAFJbMQ,Chez Delmo,"French, Bars, Nightlife, Seafood, Restaurants",4.0,H2Y 1T8
oVs5DAjQpv7oiXE2CyeJ5A,Les Cavistes,"Restaurants, Nightlife, Wine Bars, Bars, Tapas/Small Plates",3.5,H2W 2M7
oWVb9wKB7W1SS4PSikxPdA,Simmer Huang,"Food, Specialty Food, Hot Pot, Chinese, Restaurants",3.5,H3G 2E8
oZE2Wrz8RPpFv5AmMVOzJw,Greasy Spoon,"American (New), Canadian (New), Restaurants",3.0,H2T 2N7
oZHbPhIj01_31jqD053a_Q,Europea,"French, Polish, Restaurants",4.5,H3G 1Z2
oanNWtMbtZW6gULz5nPn8A,Pizza Jarry & Restaurant,"Indian, Pizza, Portuguese, Restaurants, Greek",2.5,H3N 1G6
oe8RIRre8_LznVUFnMGYRg,Burrito Revolucion,"Restaurants, Mexican, Latin American",3.0,H4C 1P4
oguosnOCL3M-LLx0pExJFg,Chicha Restaurant,"Desserts, Taiwanese, Restaurants, Bubble Tea, Food",4.0,H3H 1M7
oiFSdIHFM_XjesB0xPxYag,Cartel,"Bars, Nightlife, Restaurants",4.0,H3G 2B2
oiRVfmNnIxfD5fij6_LSwA,Fromagerie Marché Maisonneuve,"Specialty Food, Food, Cheese Shops, Delis, Restaurants, Delicatessen, Sandwiches",2.0,H1V 3V3
oiiTuyoAALAeNhOV6T-i5w,Plein Sud,"Restaurants, Wine Bars, French, Nightlife, Bars, Tapas/Small Plates",4.5,H2T 1P4
ojk9NWd9QTWIhu55EN-hcQ,Pâtisserie Chez de Gaulle,"Food, Bakeries, Ice Cream & Frozen Yogurt, Restaurants, Pizza",4.5,H2T 2L6
okkf0A_I1JVkmvHNlqyUmQ,Les Deux Oliviers,"Mediterranean, Restaurants",5.0,H2L 1E7
ol-aOSZbIh46Uy3tKjciaA,Mad Hatter Pub,"Nightlife, Bars, Restaurants, Pubs",4.0,H3G 2A9
olsyKBUJxcCDFiZm27ULKA,Pain d'Épi,"Bakeries, Restaurants, Cafes, Food",4.5,H4C 1A6
on9Ex8TcopX9lU0JQsuiuQ,Ichifuku,"Noodles, Japanese, Restaurants, Ramen",3.5,H3H 1M3
oo-as8Z_qQkOAuUjf_5aQw,Café Arabe,"Mediterranean, African, Middle Eastern, Restaurants",4.0,H2Y 1G9
oq3X84QyoUC8tLDyOJUXRQ,Else's,"Bars, Restaurants, American (Traditional), Nightlife",4.5,H2W 1M2
ouEUuMU5MTL5OaZmceyxIw,Wok To Go,"Vietnamese, Thai, Restaurants, Asian Fusion, Chinese",4.0,H2P 1B9
ovZdUDpft8vKgsSpCX7kIg,Imperio,"Portuguese, Restaurants",4.0,H2E 1X7
owE5chWh1wKFMTJ1uHVC5g,Pitarifique,"Poutineries, Restaurants, Canadian (New), Greek",4.0,H2W 1Y8
oxS9yB0o6dsNyHviLmjZFg,Gia Ba,"Chinese, Restaurants, Taiwanese, Comfort Food",3.5,H4A 1E9
oxU4ys4sBOVCP3DIQ4zOQA,Pho Long Phung,"Vietnamese, Restaurants",4.5,H1M 1B1
p06jjeezOcj4ViQl7EkDvg,Miss Prêt à Manger,"Modern European, Bakeries, Food, Mediterranean, Event Planning & Services, Caterers, Restaurants, Gastropubs",4.5,H2Z 1N4
p0QhxhdXxzuoTCH6Cf6Fmg,Terra Cafe,"Sandwiches, Restaurants, Cafes",4.5,H2L 1P2
